time_boot_ms,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
221497.491,391848427,-768259301,124.12999725341797,124.12999725341797,
221537.483,391848427,-768259301,124.12999725341797,124.12999725341797,
221577.398,391848431,-768259301,124.13999938964844,124.13999938964844,
221616.889,391848431,-768259301,124.13999938964844,124.13999938964844,
221656.899,391848431,-768259301,124.13999938964844,124.13999938964844,
221697.386,391848431,-768259301,124.13999938964844,124.13999938964844,
221737.697,391848431,-768259301,124.13999938964844,124.13999938964844,
221777.465,391848434,-768259302,124.13999938964844,124.13999938964844,
221816.9,391848434,-768259302,124.13999938964844,124.13999938964844,
221856.923,391848434,-768259302,124.13999938964844,124.13999938964844,
221897.355,391848434,-768259302,124.13999938964844,124.13999938964844,
221937.603,391848434,-768259302,124.13999938964844,124.13999938964844,
221977.539,391848438,-768259304,124.08999633789062,124.08999633789062,
222016.913,391848438,-768259304,124.08999633789062,124.08999633789062,
222056.952,391848438,-768259304,124.08999633789062,124.08999633789062,
222097.457,391848438,-768259304,124.08999633789062,124.08999633789062,
222137.486,391848438,-768259304,124.08999633789062,124.08999633789062,
222177.392,391848444,-768259301,124.15999603271484,124.15999603271484,
222216.969,391848444,-768259301,124.15999603271484,124.15999603271484,
222257.008,391848444,-768259301,124.15999603271484,124.15999603271484,
222297.375,391848444,-768259301,124.15999603271484,124.15999603271484,
222337.477,391848444,-768259301,124.15999603271484,124.15999603271484,
222377.447,391848449,-768259299,124.16999816894531,124.16999816894531,
222416.989,391848449,-768259299,124.16999816894531,124.16999816894531,
222457.081,391848449,-768259299,124.16999816894531,124.16999816894531,
222497.401,391848449,-768259299,124.16999816894531,124.16999816894531,
222537.49,391848449,-768259299,124.16999816894531,124.16999816894531,
222577.464,391848452,-768259302,124.18000030517578,124.18000030517578,
222617.041,391848452,-768259302,124.18000030517578,124.18000030517578,
222656.987,391848452,-768259302,124.18000030517578,124.18000030517578,
222697.411,391848452,-768259302,124.18000030517578,124.18000030517578,
222737.432,391848452,-768259302,124.18000030517578,124.18000030517578,
222777.38,391848456,-768259301,124.16999816894531,124.16999816894531,
222817.073,391848456,-768259301,124.16999816894531,124.16999816894531,
222857.037,391848456,-768259301,124.16999816894531,124.16999816894531,
222897.453,391848456,-768259301,124.16999816894531,124.16999816894531,
222937.495,391848456,-768259301,124.16999816894531,124.16999816894531,
222977.384,391848460,-768259301,124.18999481201172,124.18999481201172,
223016.891,391848460,-768259301,124.18999481201172,124.18999481201172,
223056.962,391848460,-768259301,124.18999481201172,124.18999481201172,
223097.491,391848460,-768259301,124.18999481201172,124.18999481201172,
223137.589,391848460,-768259301,124.18999481201172,124.18999481201172,
223177.474,391848466,-768259298,124.19999694824219,124.19999694824219,
223216.909,391848466,-768259298,124.19999694824219,124.19999694824219,
223256.979,391848466,-768259298,124.19999694824219,124.19999694824219,
223297.494,391848466,-768259298,124.19999694824219,124.19999694824219,
223337.52,391848466,-768259298,124.19999694824219,124.19999694824219,
223377.463,391848470,-768259297,124.23999786376953,124.23999786376953,
223417,391848470,-768259297,124.23999786376953,124.23999786376953,
223456.92,391848470,-768259297,124.23999786376953,124.23999786376953,
223497.407,391848470,-768259297,124.23999786376953,124.23999786376953,
223537.483,391848470,-768259297,124.23999786376953,124.23999786376953,
223577.53,391848474,-768259298,124.2199935913086,124.2199935913086,
223616.928,391848474,-768259298,124.2199935913086,124.2199935913086,
223656.886,391848474,-768259298,124.2199935913086,124.2199935913086,
223697.368,391848474,-768259298,124.2199935913086,124.2199935913086,
223737.64,391848474,-768259298,124.2199935913086,124.2199935913086,
223777.449,391848474,-768259300,124.18000030517578,124.18000030517578,
223816.978,391848474,-768259300,124.18000030517578,124.18000030517578,
223856.952,391848474,-768259300,124.18000030517578,124.18000030517578,
223897.461,391848474,-768259300,124.18000030517578,124.18000030517578,
223937.386,391848474,-768259300,124.18000030517578,124.18000030517578,
223977.435,391848476,-768259302,124.14999389648438,124.14999389648438,
224016.988,391848476,-768259302,124.14999389648438,124.14999389648438,
224057.012,391848476,-768259302,124.14999389648438,124.14999389648438,
224097.399,391848476,-768259302,124.14999389648438,124.14999389648438,
224137.446,391848476,-768259302,124.14999389648438,124.14999389648438,
224177.377,391848471,-768259316,124.00999450683594,124.00999450683594,
224216.936,391848471,-768259316,124.00999450683594,124.00999450683594,
224257.052,391848471,-768259316,124.00999450683594,124.00999450683594,
224297.441,391848471,-768259316,124.00999450683594,124.00999450683594,
224337.643,391848471,-768259316,124.00999450683594,124.00999450683594,
224377.343,391848473,-768259316,124,124,
224416.947,391848473,-768259316,124,124,
224456.916,391848473,-768259316,124,124,
